Query,Match,HMDB,PubChem,KEGG,SMILES,Comment,Pathway
Guggulsterone,Guggulsterone,HMDB0002726,643658,NA,C/C(=C/1\C(=O)C[C@@H]2[C@@]1(CC[C@@H]3[C@@H]2CCC4=CC(=O)CC[C@]34C)C)/OC,1,
Sulfolithocholic acid,Sulfolithocholic acid,HMDB0000907,10253562,NA,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4[C@@]3(CC[C@H](C4)OS(=O)(=O)O)C)C,1,
Terretonin,Terretonin,HMDB0035860,45934422,NA,COC(=O)C1(C)OC(=O)C2C(C)(C(=C)CC3(O)C4(C)CCC(=O)C(C)(C)C4=C(O)C(=O)C23C)C1=O,1,
Caffeoylmalic acid.1,Caffeoylmalic acid,HMDB0029318,6124299,NA,C1=CC(=C(C=C1/C=C/C(=O)OC(CC(=O)O)C(=O)O)O)O,1,
Edultin,Edultin,HMDB0030601,91698393,NA,C\C=C(\C)C(=O)OC1C(OC2=C1C1=C(C=C2)C=CC(=O)O1)C(C)(C)OC(C)=O,1,
Oxoadipic acid,Oxoadipic acid,HMDB0000225,71,C00322,C(CC(=O)C(=O)O)CC(=O)O,1,
"(3Z,6Z)-3,6-Nonadien-1-ol","(3Z,6Z)-3,6-Nonadien-1-ol",HMDB0030957,6434541,NA,CC/C=C\C/C=C\CCO,1,
Alfuzosin,Alfuzosin,HMDB0014490,2092,NA,CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC,1,
"2,6-Di-tert-butylbenzoquinone","2,6-Di-tert-butylbenzoquinone",HMDB0013817,12867,NA,CC(C)(C)C1=CC(=O)C=C(C1=O)C(C)(C)C,1,
Ubiquinone-2,Ubiquinone-2,HMDB0006709,5280346,C00399,CC1=C(C(=O)C(=C(C1=O)OC)OC)C/C=C(\C)/CCC=C(C)C,1,
10-Undecenyl acetate,10-Undecenyl acetate,HMDB0031017,61035,NA,CC(=O)OCCCCCCCCCC=C,1,
Mesobilirubinogen,Mesobilirubinogen,HMDB0001898,26818,C05790,CCC1=C(C(=O)NC1CC2=C(C(=C(N2)CC3=C(C(=C(N3)CC4C(=C(C(=O)N4)CC)C)C)CCC(=O)O)CCC(=O)O)C)C,1,
"1,2,4,5-Tetrathiane","1,2,4,5-Tetrathiane",HMDB0031185,520409,NA,C1SSCSS1,1,
"3-(2-Methylpropanoyloxy)-8-(2-methylbutanoyloxy)-9,10-epoxy-p-mentha-1,3,5-triene","3-(2-Methylpropanoyloxy)-8-(2-methylbutanoyloxy)-9,10-epoxy-p-mentha-1,3,5-triene",HMDB0032699,354159,NA,CCC(C)C(=O)OCC1(CO1)C2=C(C=C(C=C2)C)OC(=O)C(C)C,1,
Phytosphingosine-1-P,Phytosphingosine-1-P,HMDB0012280,53481399,NA,CCCCCCCCCCCCCC[C@H]([C@@H]([C@@H](COP(=O)(O)O)N)O)O,1,
Quinaldic acid,Quinaldic acid,HMDB0000842,7124,C06325,C1=CC=C2C(=C1)C=CC(=N2)C(=O)O,1,
"Cytidine 2',3'-cyclic phosphate","Cytidine 2',3'-cyclic phosphate",HMDB0011691,53481030,C00127,C1=CN(C(=O)N=C1N)C2[C@H]3[C@@H]([C@H](O2)CO)OP(=O)(O3)O,1,
1b-Hydroxycholic acid,1b-Hydroxycholic acid,HMDB0000307,5283893,NA,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3([C@@H](C[C@H](C4)O)O)C)O)O)C,1,
Gibberellin A60,Gibberellin A60,HMDB0034988,100947719,NA,[H][C@@]12CC[C@]3(O)C[C@]1(CC3=C)[C@@H](C(O)=O)[C@]1([H])[C@]3(C)CC[C@H](O)[C@@]21OC3=O,1,
Parvisoflavone A,Parvisoflavone A,HMDB0034019,11710066,NA,CC1(C=CC2=C3C(=C(C=C2O1)O)C(=O)C(=CO3)C4=C(C=C(C=C4)O)O)C,1,
Prazosin,Prazosin,HMDB0014600,4893,C07368,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC,1,
"1,5-Dihydroxy-3-methoxy-2-prenylxanthone","1,5-Dihydroxy-3-methoxy-2-prenylxanthone",HMDB0030605,10449043,NA,CC(=CCC1=C(C=C2C(=C1O)C(=O)C3=C(O2)C(=CC=C3)O)OC)C,1,
Tyramine,Tyramine,HMDB0000306,5610,C00483,C1=CC(=CC=C1CCN)O,1,
"(4R,5S,7R,11x)-11,12-Dihydroxy-1(10)-spirovetiven-2-one 12-glucoside","(4R,5S,7R,11x)-11,12-Dihydroxy-1(10)-spirovetiven-2-one 12-glucoside",HMDB0030895,131751091,NA,CC1CC(=O)C=C(C)C11CCC(C1)C(C)(O)COC1OC(CO)C(O)C(O)C1O,1,
"LysoPE(0:0/22:4(7Z,10Z,13Z,16Z))","LysoPE(0:0/22:4(7Z,10Z,13Z,16Z))",HMDB0011493,53480942,NA,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN,1,
Amoxicillin,Amoxicillin,HMDB0015193,33613,C06827,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)C,1,
Cilastatin,Cilastatin,HMDB0015535,6435415,C01675,CC1(C[C@@H]1C(=O)N/C(=C\CCCCSC[C@@H](C(=O)O)N)/C(=O)O)C,1,
L-Proline,L-Proline,HMDB0000162,145742,C00148,C1C[C@H](NC1)C(=O)O,1,
"12,14-Octacosanedione","12,14-Octacosanedione",HMDB0035538,131751790,NA,CCCCCCCCCCCCCCC(=O)CC(=O)CCCCCCCCCCC,1,
L-Kynurenine,L-Kynurenine,HMDB0000684,161166,C00328,C1=CC=C(C(=C1)C(=O)C[C@@H](C(=O)O)N)N,1,
CDP-Ethanolamine,CDP-Ethanolamine,HMDB0001564,123727,C00570,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OCCN)O)O,1,
Muramic acid,Muramic acid,HMDB0003254,22833605,C06470,C[C@H](C(=O)O)O[C@H]1[C@H]([C@@H](O[C@@H]([C@H]1O)CO)O)N,1,
Retinoyl b-glucuronide,Retinoyl b-glucuronide,HMDB0003141,5281877,C11061,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)O)O)O)O)/C)/C,1,
Carnosic acid,Carnosic acid,HMDB0002358,455260,NA,CC(C)C1=C(C(=C2C(=C1)CCC3[C@@]2(CCCC3(C)C)C(=O)O)O)O,1,
Riboflavin,Riboflavin,HMDB0000244,493570,C00255,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO)O)O)O,1,
Paracetamol sulfate,Paracetamol sulfate,HMDB0059911,83939,NA,CC(=O)NC1=CC=C(OS(O)(=O)=O)C=C1,1,
L-Threoneopterin,L-Threoneopterin,HMDB0000727,440842,NA,C1=C(N=C2C(=N1)NC(=NC2=O)N)[C@@H]([C@H](CO)O)O,1,
2-Oxo-6-methylthiohexanoic acid,2-Oxo-6-methylthiohexanoic acid,METPA1748,NA,C17216,NA,1,
"4-Amino-2,6-dinitrotoluene","4-Amino-2,6-dinitrotoluene",NA,47205692,C16394,NA,1,
Triethyl citrate,Triethyl citrate,HMDB0034263,6506,NA,CCOC(=O)CC(CC(=O)OCC)(C(=O)OCC)O,1,
Gibberellin A113,Gibberellin A113,HMDB0032819,131751323,NA,CC12CCCC3(COC1=O)C1CC(O)C4CC1(CC4=C)C(C23)C(O)=O,1,
de-Hypoxanthine futalosine,de-Hypoxanthine futalosine,METPA1427,NA,C17010,NA,1,
Cappariloside A,Cappariloside A,HMDB0034937,72761836,NA,OCC1OC(OC2=CC=CC3=C2C(CC#N)=CN3)C(O)C(O)C1O,1,
Guanosine monophosphate,Guanosine monophosphate,HMDB0001397,6804,C00144,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)NC(=NC2=O)N,1,
Methyl-[10]-shogaol,Methyl-[10]-shogaol,HMDB0031465,91721159,NA,CCCCCCCCC\C=C\C(=O)CCC1=CC(OC)=C(OC)C=C1,1,
(+/-)-Furilazole,(+/-)-Furilazole,HMDB37131,86187,NA,CC1(N(CC(O1)C2=CC=CO2)C(=O)C(Cl)Cl)C,1,
"1-Phenyl-1,3-heptadecanedione","1-Phenyl-1,3-heptadecanedione",HMDB0035582,23036635,NA,CCCCCCCCCCCCCCC(=O)CC(=O)C1=CC=CC=C1,1,
"Epicatechin-(2beta->7,4beta->6)-catechin","Epicatechin-(2beta->7,4beta->6)-catechin",HMDB0034707,13990878,NA,OC1CC2=C(O)C3=C(OC4(OC5=C(C3C4O)C(O)=CC(O)=C5)C3=CC=C(O)C(O)=C3)C=C2OC1C1=CC(O)=C(O)C=C1,1,
Tangeritin,Tangeritin,HMDB0030539,68077,C10190,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC,1,
Polyoxyethylene (600) monoricinoleate,Polyoxyethylene (600) monoricinoleate,HMDB0032476,22321485,NA,CCCCCCC(C/C=C/CCCCCCCC(=O)OCCC)O,1,
15-Acetyl-4-deoxynivalenol,15-Acetyl-4-deoxynivalenol,HMDB0033444,536551,NA,CC1=CC2C(C(C1=O)O)(C3(CC(C(C34CO4)O2)O)C)COC(=O)C,1,
6-Galloylglucose,6-Galloylglucose,HMDB0034051,250398,NA,C1=C(C=C(C(=C1O)O)O)C(=O)OCC2C(C(C(C(O2)O)O)O)O,1,
10-Hydroxy-16-hentriacontanone,10-Hydroxy-16-hentriacontanone,HMDB0032682,22561416,NA,CCCCCCCCCCCCCCCC(=O)CCCCCC(CCCCCCCCC)O,1,
xi-3-Hydroxy-5-phenylpentanoic acid O-beta-D-Glucopyranoside,xi-3-Hydroxy-5-phenylpentanoic acid O-beta-D-Glucopyranoside,HMDB0031695,16681750,NA,C1=CC=C(C=C1)CCC(CC(=O)O)OC2C(C(C(C(O2)CO)O)O)O,1,
L-Isoleucine,L-Isoleucine,HMDB0000172,6306,C00407,CC[C@H](C)[C@@H](C(=O)O)N,1,
3b-Hydroxy-5-cholenoic acid,3b-Hydroxy-5-cholenoic acid,HMDB0000308,92997,NA,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,1,
Propantheline,Propantheline,HMDB0014920,4934,C07506,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C,1,
2-Hexenoylcarnitine,2-Hexenoylcarnitine,HMDB0013161,53481638,NA,CCC/C=C/C(=O)OC(CC(=O)[O-])C[N+](C)(C)C,1,
(-)-Wikstromol,(-)-Wikstromol,HMDB0030598,99938,C10725,COC1=C(C=CC(=C1)CC2COC(=O)C2(CC3=CC(=C(C=C3)O)OC)O)O,1,
"2,2,7,7-Tetramethyl-1,6-dioxaspiro[4.4]non-3-ene","2,2,7,7-Tetramethyl-1,6-dioxaspiro[4.4]non-3-ene",HMDB0030006,10899299,NA,CC1(CCC2(O1)C=CC(O2)(C)C)C,1,
Valsartan,Valsartan,HMDB0014323,60846,NA,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)[C@@H](C(C)C)C(=O)O,1,
Daidzein,Daidzein,HMDB0003312,5281708,C10208,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,1,
(+)-Zeylenol,(+)-Zeylenol,HMDB0029541,14283260,NA,C1=CC=C(C=C1)C(=O)OCC2(C(C=CC(C2O)OC(=O)C3=CC=CC=C3)O)O,1,
Palmitoleoyl Ethanolamide,Palmitoleoyl Ethanolamide,HMDB0013648,9835868,NA,CCCCCC/C=C\CCCCCCCC(=O)NCCO,1,
6-Hydroxypentadecanedioic acid,6-Hydroxypentadecanedioic acid,HMDB0031885,131751198,NA,OC(CCCCCCCCC(O)=O)CCCCC(O)=O,1,
7-(4-Hydroxyphenyl)-1-phenyl-4-hepten-3-one,7-(4-Hydroxyphenyl)-1-phenyl-4-hepten-3-one,HMDB0033295,45783180,NA,C1=CC=C(C=C1)CCC(=O)/C=C/CCC2=CC=C(C=C2)O,1,
(R)-Marmin,(R)-Marmin,HMDB0030787,5964600,NA,C/C(=C\COC1=CC2=C(C=C1)C=CC(=O)O2)/CCC(C(C)(C)O)O,1,
dTDP-D-glucose,dTDP-D-glucose,HMDB0001328,443210,C00842,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O,1,
13'-Hydroxy-alpha-tocopherol,13'-Hydroxy-alpha-tocopherol,HMDB0012559,53481465,NA,CC1=C(C(=C2CC[C@@](OC2=C1C)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)CO)C)O,1,
S-(Hydroxyphenylacetothiohydroximoyl)-L-cysteine,S-(Hydroxyphenylacetothiohydroximoyl)-L-cysteine,METPA1762,NA,C17238,NA,1,
Kukoamine A,Kukoamine A,HMDB0030392,5318865,C17615,C1=CC(=C(C=C1CCC(=O)NCCCNCCCCNCCCNC(=O)CCC2=CC(=C(C=C2)O)O)O)O,1,
Linoleamide,Linoleamide,HMDB0062656,6435901,NA,[H]\C(CCCCC)=C(/[H])C\C([H])=C(\[H])CCCCCCCC(O)=N,1,
PC(15:0/16:1(9Z)),PC(15:0/16:1(9Z)),HMDB0007936,24778657,C00157,CCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCC,1,
Bergaptol,Bergaptol,HMDB0013679,5280371,C00758,C1=CC(=O)OC2=CC3=C(C=CO3)C(=C21)O,1,
7-Methylguanine,7-Methylguanine,HMDB0000897,11361,C02242,CN1C=NC2=C1C(=O)N=C(N2)N,1,
MG(0:0/18:1(11Z)/0:0),MG(0:0/18:1(11Z)/0:0),HMDB0011536,53480961,NA,CCCCCC/C=C\CCCCCCCCCC(=O)OC(CO)CO,1,
"5-(2,3-Dihydroxy-3-methylbutyl)-4-(3,4-epoxy-4-methylpentanoyl)-3,4-dihydroxy-2-isopentanoyl-2-cyclopenten-1-one","5-(2,3-Dihydroxy-3-methylbutyl)-4-(3,4-epoxy-4-methylpentanoyl)-3,4-dihydroxy-2-isopentanoyl-2-cyclopenten-1-one",HMDB0030082,131750954,NA,CC(C)CC(=O)C1=C(O)C(O)(C(CC(O)C(C)(C)O)C1=O)C(=O)CC1OC1(C)C,1,
"3b,15b,17a-Trihydroxy-pregnenone","3b,15b,17a-Trihydroxy-pregnenone",HMDB0000353,NA,NA,[H][C@@]12[C@H](O)C[C@](O)(CC)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2CC(O)=CC(=O)[C@]12C,1,
Gibberellin A105,Gibberellin A105,HMDB0031076,131751129,NA,CC12CC(O)CC3(OC1=O)C2C(C(O)=O)C12CC4CCC31C2C4=C,1,
Simulansamide,Simulansamide,HMDB0030435,5321312,NA,CN(C=O)C1=C(C=CC2=CC(=C(C=C21)OC)OC)C3=C(C(=C(C=C3)OC)OC)O,1,
"DG(15:0/20:4(5Z,8Z,11Z,14Z)/0:0)","DG(15:0/20:4(5Z,8Z,11Z,14Z)/0:0)",HMDB0007083,53478012,NA,CCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,1,
"3,5-Dimethoxy-2,7-phenanthrenediol","3,5-Dimethoxy-2,7-phenanthrenediol",HMDB0031612,44572330,NA,COC1=C2C(=CC(=C1)O)C=CC3=CC(=C(C=C32)OC)O,1,
Cinncassiol D2 glucoside,Cinncassiol D2 glucoside,HMDB0034679,131751607,NA,CC(COC1OC(CO)C(O)C(O)C1O)C1CC2C3(O)C4OC(O)(CC2(C)C2(O)CCC(C)(O)C42)C13C,1,
Irbesartan,Irbesartan,HMDB0015163,3749,C07469,CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,1,
Nicotinic acid,Nicotinic acid,HMDB0001488,938,C00253,C1=CC(=CN=C1)C(=O)O,1,
Carnosol,Carnosol,HMDB0002121,442009,C09069,CC(C)C1=C(C(=C2C(=C1)[C@@H]3C[C@@H]4[C@@]2(CCCC4(C)C)C(=O)O3)O)O,1,
L-Homocysteic acid,L-Homocysteic acid,HMDB0002205,177491,C16511,C(CS(=O)(=O)O)[C@@H](C(=O)O)N,1,
(Z)-9-Cycloheptadecen-1-one,(Z)-9-Cycloheptadecen-1-one,HMDB0031336,11334208,NA,C1CCC/C=C/CCCCCCCC(=O)CCC1,1,
Lidocaine,Lidocaine,HMDB0014426,3676,C07073,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,1,
Isoleucyl-Valine,Isoleucyl-Valine,HMDB0028920,449407,NA,CCC(C)C(N)C(=O)NC(C(C)C)C(O)=O,1,
"7Z,10Z-Hexadecadienoic acid","7Z,10Z-Hexadecadienoic acid",HMDB0000477,13932172,NA,CCCCC/C=C\C/C=C\CCCCCC(=O)O,1,
"8,8a-Deoxyoleandolide","8,8a-Deoxyoleandolide",NA,193898,C11989,C1C(C)C(=O)(C)(O)(C)(C)OC(=O)(C)(O)(C)1O,1,
"5-[(4-Hydroxypheny)ethenyl]-2-(3-methyl-1-butenyl)-1,3-benzenediol","5-[(4-Hydroxypheny)ethenyl]-2-(3-methyl-1-butenyl)-1,3-benzenediol",HMDB0030599,131751056,NA,CC(C)\C=C\C1=C(O)C=C(\C=C/C2=CC=C(O)C=C2)C=C1O,1,
2-Amino-3-carboxymuconic acid semialdehyde,2-Amino-3-carboxymuconic acid semialdehyde,HMDB0001330,5280673,C04409,C(=C\C(=C(/C(=O)O)\N)\C(=O)O)\C=O,1,
1-Acylglycerophosphoinositol,1-Acylglycerophosphoinositol,MA3TEM034,6563,C03819,CCC(C)Cl,1,
Inosine,Inosine,HMDB0000195,6021,C00294,C1=NC(=O)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,1,
Varanic acid,Varanic acid,HMDB0002195,22833587,NA,C[C@H](CC[C@H]([C@H](C(=O)O)O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C,1,
Gyrocyanin,Gyrocyanin,HMDB0034126,71438153,NA,OC1=C(C(=O)C(C1=O)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,1,
Voacamine,Voacamine,HMDB0015597,11953931,C09252,CC[C@H]1C[C@H]2C[C@@]3([C@H]1N(C2)CCC4=C3NC5=CC(=C(C=C45)OC)[C@H]6C[C@@H]\7C([C@@H](CC8=C6NC9=CC=CC=C89)N(C/C7=C/C)C)C(=O)OC)C(=O)OC,1,
Rebaudioside E,Rebaudioside E,HMDB0034946,15631734,NA,CC12CCCC(C)(C1CCC13CC(=C)C(C1)(CCC23)OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C(=O)OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,1,
beta-Citraurol,beta-Citraurol,HMDB0035685,131751847,NA,C\C(CO)=C/C=C/C(/C)=C/C=C/C=C(\C)/C=C/C=C(/C)\C=C\C1=C(C)CC(O)CC1(C)C,1,
Endomorphin-2,Endomorphin-2,HMDB0005774,5311081,C15891,C1C[C@H](N(C1)C(=O)[C@H](CC2=CC=C(C=C2)O)N)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)N[C@@H](CC4=CC=CC=C4)C(=O)N,1,
22-Oxodocosanoate,22-Oxodocosanoate,NA,135626112,C19624,NA,1,
Felbamate,Felbamate,HMDB0015084,3331,C07501,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N,1,
Cinnamyl cinnamate,Cinnamyl cinnamate,HMDB0033832,1550888,NA,C1=CC=C(C=C1)/C=C/COC(=O)/C=C\C2=CC=CC=C2,1,
Octaethylene glycol,Octaethylene glycol,HMDB0094680,78798,NA,OCCOCCOCCOCCOCCOCCOCCOCCO,1,
"5-Hydroxy-3,3',4',7,8-pentamethoxyflavone","5-Hydroxy-3,3',4',7,8-pentamethoxyflavone",HMDB0029227,10200272,NA,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(O2)C(=C(C=C3O)OC)OC)OC)OC,1,
Brevifolincarboxylic acid 9-sulfate,Brevifolincarboxylic acid 9-sulfate,HMDB0031592,131751176,NA,OC(=O)C1CC(=O)C2=C1C1=C(OS(O)(=O)=O)C(O)=C(O)C=C1C(=O)O2,1,
5-Hydroxytryptophol glucuronide,5-Hydroxytryptophol glucuronide,HMDB0013200,53481648,NA,C1=CC2=C(C=C1O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C(=CN2)CCO,1,
5-Formiminotetrahydrofolic acid,5-Formiminotetrahydrofolic acid,HMDB0001534,530,C00664,C1C(N(C2=C(N1)NC(=NC2=O)N)C=N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,1,
Glutathionylaminopropylcadaverine,Glutathionylaminopropylcadaverine,METPA1346,NA,C16566,NA,1,
Brevianamide F,Brevianamide F,NA,172232300,C20563,NA,1,
Dihydrodioscorine,Dihydrodioscorine,HMDB0029828,15931602,NA,CC1CC(=O)OC2(C1)CC1CCC2CN1C,1,
Ecdysone,Ecdysone,METPA1782,NA,C00477,NA,1,
N-Nonanoylglycine,N-Nonanoylglycine,HMDB0013279,10176752,NA,CCCCCCCCC(=O)NCC(=O)O,1,
"(3S,6E,10E)-1,6,10,14-Phytatetraen-3-ol","(3S,6E,10E)-1,6,10,14-Phytatetraen-3-ol",HMDB0035083,131751662,NA,CC(C)=CCC\C(C)=C/CC\C(C)=C/CCC(C)(O)C=C,1,
N-Hexadecanoylpyrrolidine,N-Hexadecanoylpyrrolidine,HMDB0032740,247220,NA,CCCCCCCCCCCCCCCC(=O)N1CCCC1,1,
Sorbitan laurate,Sorbitan laurate,HMDB0029885,347468,NA,CCCCCCCCCCCC(=O)OCC(C1C(C(CO1)O)O)O,1,
Thiodiacetic acid,Thiodiacetic acid,HMDB0042032,31277,C14872,OC(=O)CSCC(O)=O,1,
3-Hydroxytetradecanedioic acid,3-Hydroxytetradecanedioic acid,HMDB0000394,20848956,NA,C(CCCCCC(=O)O)CCCCC(CC(=O)O)O,1,
gamma-Glutamylisoleucine,gamma-Glutamylisoleucine,HMDB0011170,22885096,NA,CC[C@H](C)[C@@H](C(=O)O)NC(=O)CC[C@@H](C(=O)O)N,1,
7-Hydroxygliclazide,7-Hydroxygliclazide,HMDB0014027,131750725,NA,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CC2CC(O)CC2C1,1,
(-)-Epicatechin sulfate,(-)-Epicatechin sulfate,HMDB0012467,124202087,NA,OC1=CC(O)=C2OC([C@@H](CC2=C1)OS([O-])(=O)=O)C1=CC=C(O)C(O)=C1,1,
Guanosine,Guanosine,HMDB0000133,6802,C00387,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC(=NC2=O)N,1,
Dopamine,Dopamine,HMDB0000073,681,C03758,C1=CC(=C(C=C1CCN)O)O,1,
Cardanolmonoene,Cardanolmonoene,HMDB0030482,5315696,NA,CCCCCC/C=C/CCCCCCCC1=CC(=CC=C1)O,1,
"7,11-Bisdeacetylvaltrate 7-(3-methylpentanoate) 11-(3-hydroxy-3-methylbutanoate)","7,11-Bisdeacetylvaltrate 7-(3-methylpentanoate) 11-(3-hydroxy-3-methylbutanoate)",HMDB0033655,131751476,NA,CCC(C)CC(=O)OC1C=C2C(C(OC(=O)CC(C)C)OC=C2COC(=O)CC(C)(C)O)C11CO1,1,
Androstenedione,Androstenedione,HMDB0000053,6128,C00280,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C,1,
20-Carboxy-leukotriene B4,20-Carboxy-leukotriene B4,HMDB0006059,5280877,C05950,C(CCC(=O)O)C/C=C\C[C@H](/C=C/C=C/C=C\[C@H](CCCC(=O)O)O)O,1,
LysoPC(15:0),LysoPC(15:0),HMDB0010381,24779458,C04230,CCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,1,
"5-b-Cholestane-3a ,7a ,12a-triol","5-b-Cholestane-3a ,7a ,12a-triol",HMDB0001457,160520,C05454,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,1,
Linalyl benzoate,Linalyl benzoate,HMDB0030431,31353,NA,CC(=CCCC(C)(C=C)OC(=O)C1=CC=CC=C1)C,1,
Glyoxylic acid,Glyoxylic acid,HMDB0000119,760,C00048,C(=O)C(=O)O,1,
Acetyl-N-formyl-5-methoxykynurenamine,Acetyl-N-formyl-5-methoxykynurenamine,HMDB0004259,171161,C05642,CC(=O)NCCC(=O)C1=C(C=CC(=C1)OC)NC=O,1,
Chlorogenoquinone,Chlorogenoquinone,HMDB0029383,131750865,NA,OC1CC(O)(CC(OC(=O)\C=C/C2=CC(=O)C(=O)C=C2)C1O)C(O)=O,1,
DHAP(8:0),DHAP(8:0),HMDB0011685,53481029,NA,CCCCCCCC(=O)OCC(=O)COP(=O)(O)O,1,
6alpha-Hydroxy-castasterone,6alpha-Hydroxy-castasterone,METPA1213,NA,C15803,NA,1,
Carbimazole,Carbimazole,HMDB0014533,31072,C07615,CCOC(=O)N1C=CN(C1=S)C,1,
Domesticoside,Domesticoside,HMDB0029647,75072039,NA,COC1=CC(OC2OC(CO)C(O)C(O)C2O)=C(C(C)=O)C(O)=C1,1,
L-Methionine,L-Methionine,HMDB0000696,6137,C00073,CSCC[C@@H](C(=O)O)N,1,
"MG(0:0/22:2(13Z,16Z)/0:0)","MG(0:0/22:2(13Z,16Z)/0:0)",HMDB0011553,53480968,NA,CCCCC/C=C\C/C=C\CCCCCCCCCCCC(=O)OC(CO)CO,1,
"Adenosine 3',5'-diphosphate","Adenosine 3',5'-diphosphate",HMDB0000061,159296,C00054,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)OP(=O)(O)O)O,1,
Deoxyinosine,Deoxyinosine,HMDB0000071,65058,C05512,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2NC=NC3=O)CO)O,1,
"3a,7a-Dihydroxycoprostanic acid","3a,7a-Dihydroxycoprostanic acid",HMDB0000359,53477686,C04554,C[C@H](CCCC(C)C(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,1,
Serylvaline,Serylvaline,HMDB0029052,7020159,NA,CC(C)C(NC(=O)C(N)CO)C(O)=O,1,
Estrone sulfate,Estrone sulfate,HMDB0001425,3001028,C02538,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)OS(=O)(=O)O,1,
Acetylphosphate,Acetylphosphate,HMDB0001494,186,C00227,CC(=O)OP(=O)(O)O,1,
