ionIdx,ionMz,MzDelta,Mod,Formula,CompoundID,annSource,Compound_Name
826,336.0386,-0.0009772,-H(-),C8H15N7O2S3,HMDB0001919,['hmdb40_kegg_H_F_K_Na'],Famotidine
827,337.0366,-0.0012133,-H(-),C18H10O7,NA,['hmdb40_kegg_H_F_K_Na'],Versicolorin A
828,337.0556,-0.0001202,-H(-),C9H15N4O8P,HMDB0001517,['hmdb40_kegg_H_F_K_Na'],AICAR
829,337.0929,1.13E-05,-H(-),C16H18O8,HMDB0029681,['hmdb40_kegg_H_F_K_Na'],3-O-p-Coumaroylquinic acid
830,337.1083,-0.0001935,-H(-),C20H18O5,HMDB0030618,['hmdb40_kegg_H_F_K_Na'],Otobanone
831,337.1288,0.0005247,-H(-),C17H22O7,HMDB0033444,['hmdb40_kegg_H_F_K_Na'],15-Acetyl-4-deoxynivalenol
832,337.2033,9.31E-05,-H(-),C20H26N4O,HMDB0014727,['hmdb40_kegg_H_F_K_Na'],Lisuride
833,337.2747,0.0001513,-H(-),C21H38O3,NA,['hmdb40_kegg_H_F_K_Na'],NA
834,337.3111,5.47E-05,-H(-),C22H42O2,HMDB0002068,['hmdb40_kegg_H_F_K_Na'],Erucic acid
835,338.1179,8.46E-05,-H(-),C15H21N3O4S,HMDB0014027,['hmdb40_kegg_H_F_K_Na'],7-Hydroxygliclazide
836,339.0182,-0.000181,-H(-),C14H12O8S,HMDB0128972,['hmdb40_kegg_H_F_K_Na'],NA
837,339.0878,-0.0003799,-H(-),C19H16O6,HMDB0030591,['hmdb40_kegg_H_F_K_Na'],Dihydro-O-methylsterigmatocystin
838,339.2176,0.0001075,-H(-),C19H32O5,HMDB0302962,['hmdb40_kegg_H_F_K_Na'],"3alpha-Hydroxy-3,5-dihydromonacolin L acid"
839,339.2329,1.47E-05,-H(-),C23H32O2,HMDB0033786,['hmdb40_kegg_H_F_K_Na'],Plastoquinone 3
840,339.2905,-7.70E-06,-H(-),C21H40O3,HMDB0032476,['hmdb40_kegg_H_F_K_Na'],Polyoxyethylene (600) monoricinoleate
841,339.3269,-1.23E-05,-H(-),C22H44O2,HMDB0000944,['hmdb40_kegg_H_F_K_Na'],Behenic acid
842,341.1091,-0.0001359,-H(-),C12H22O11,HMDB0000048,['hmdb40_kegg_H_F_K_Na'],Melibiose
843,341.2122,-6.70E-06,-H(-),C22H30O3,HMDB0002726,['hmdb40_kegg_H_F_K_Na'],Guggulsterone
844,341.2336,-0.0002035,-H(-),C19H34O5,HMDB0040901,['hmdb40_kegg_H_F_K_Na'],NA
845,341.3055,0.0005893,-H(-),C21H42O3,HMDB0011153,['hmdb40_kegg_H_F_K_Na'],MG(P-18:0e/0:0/0:0)
846,343.0668,0.0003125,-H(-),C14H16O10,HMDB0039287,['hmdb40_kegg_H_F_K_Na'],Bluensidine 6-phosphate
847,343.0822,0.0001287,-H(-),C18H16O7,HMDB0029469,['hmdb40_kegg_H_F_K_Na'],Eupatilin
848,343.1039,-0.0004071,-H(-),C15H20O9,HMDB0029647,['hmdb40_kegg_H_F_K_Na'],Domesticoside
849,343.1188,-0.0001349,-H(-),C19H20O6,HMDB0035029,['hmdb40_kegg_H_F_K_Na'],Dehydrocyanaropicrin
850,343.1241,0.0004701,-H(-),C12H24O11,HMDB0002928,['hmdb40_kegg_H_F_K_Na'],Maltitol
851,343.1711,-0.0007953,-H(-),C24H24O2,HMDB0142450,['hmdb40_kegg_H_F_K_Na'],"alpha,alpha'-diethyl-4,4'-bis(2-propynyloxy)stilbene"
852,343.2276,0.0002293,-H(-),C22H32O3,HMDB0001939,['hmdb40_kegg_H_F_K_Na'],Medroxyprogesterone
853,343.265,-0.0007903,-H(-),C23H36O2,HMDB0035582,['hmdb40_kegg_H_F_K_Na'],"1-Phenyl-1,3-heptadecanedione"
854,344.0403,-0.0001508,-H(-),C10H12N5O7P,HMDB0001314,['hmdb40_kegg_H_F_K_Na'],Cyclic GMP
855,345.0616,3.83E-05,-H(-),C17H14O8,HMDB0029516,['hmdb40_kegg_H_F_K_Na'],Limocitrin
856,345.1085,0.0007001,-H(-),C17H18N2O6,HMDB0015247,['hmdb40_kegg_H_F_K_Na'],Nifedipine
857,345.1137,-0.0004931,-H(-),C22H18O4,HMDB0034692,['hmdb40_kegg_H_F_K_Na'],"9-(3,4-Dimethoxyphenyl)-2-methoxy-1H-phenalen-1-one"
858,345.1344,-2.90E-06,-H(-),C19H22O6,HMDB0003559,['hmdb40_kegg_H_F_K_Na'],Gibberellin A3
859,345.1544,0.0010433,-H(-),C16H26O8,HMDB0033222,['hmdb40_kegg_H_F_K_Na'],"(1R,3S,4S,6R)-6,9-Dihydroxyfenchone 6-O-b-D-glucoside"
860,345.1703,0.0004785,-H(-),C20H26O5,HMDB0032819,['hmdb40_kegg_H_F_K_Na'],Gibberellin A113
861,345.2279,0.0003331,-H(-),C18H34O6,HMDB0029885,['hmdb40_kegg_H_F_K_Na'],Sorbitan laurate
862,345.2436,-5.37E-05,-H(-),C22H34O3,HMDB0031465,['hmdb40_kegg_H_F_K_Na'],Methyl-[10]-shogaol
863,345.2804,-0.0004513,-H(-),C23H38O2,HMDB0035678,['hmdb40_kegg_H_F_K_Na'],3-Hydroxy-1-phenyl-1-heptadecanone
864,346.056,-0.0001598,-H(-),C10H14N5O7P,HMDB0000045,['hmdb40_kegg_H_F_K_Na'],Adenosine monophosphate
865,346.1299,-0.0002779,-H(-),C18H21NO6,HMDB0255456,['hmdb40_kegg_H_F_K_Na'],Cotinine glucuronide
866,347.0401,-0.0002452,-H(-),C10H13N4O8P,HMDB0000175,['hmdb40_kegg_H_F_K_Na'],Inosinic acid
867,347.0773,-1.27E-05,-H(-),C17H16O8,HMDB0062442,['hmdb40_kegg_H_F_K_Na'],"alpha-(1,2-Dihydroxyethyl)-1,2,3,4-tetrahydro-7-hydroxy-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-acetaldehyde"
868,347.1131,0.0005697,-H(-),C18H20O7,HMDB0124870,['hmdb40_kegg_H_F_K_Na'],NA
869,347.1498,0.0002521,-H(-),C19H24O6,HMDB0034988,['hmdb40_kegg_H_F_K_Na'],Gibberellin A60
870,347.2226,0.0002089,-H(-),C21H32O4,HMDB0000353,['hmdb40_kegg_H_F_K_Na'],"3b,15b,17a-Trihydroxy-pregnenone"
871,349.0931,-0.0002587,-H(-),C17H18O8,HMDB0029289,['hmdb40_kegg_H_F_K_Na'],"3-Feruloyl-1,5-quinolactone"
872,349.112,-0.0004358,-H(-),C18H22O5S,HMDB0001425,['hmdb40_kegg_H_F_K_Na'],Estrone sulfate
873,349.1654,0.0002751,-H(-),C19H26O6,HMDB0034915,['hmdb40_kegg_H_F_K_Na'],Calonectrin
874,349.2023,-0.0002475,-H(-),C20H30O5,HMDB0002341,['hmdb40_kegg_H_F_K_Na'],8-iso-15-keto-PGE2
875,349.2381,0.0003769,-H(-),C21H34O4,HMDB0000268,['hmdb40_kegg_H_F_K_Na'],Tetrahydrocorticosterone
876,349.2749,-0.0001247,-H(-),C22H38O3,HMDB0031126,['hmdb40_kegg_H_F_K_Na'],"3,4-Dimethyl-5-pentyl-2-furanundecanoic acid"
877,351.0727,-0.0005531,-H(-),C16H16O9,HMDB0029383,['hmdb40_kegg_H_F_K_Na'],Chlorogenoquinone
878,351.0883,-0.0008979,-H(-),C20H16O6,HMDB0034019,['hmdb40_kegg_H_F_K_Na'],Parvisoflavone A
879,351.1082,0.0003523,-H(-),C17H20O8,HMDB0126417,['hmdb40_kegg_H_F_K_Na'],NA
880,351.1819,-0.0005889,-H(-),C19H28O6,HMDB0039132,['hmdb40_kegg_H_F_K_Na'],NA
881,351.2187,-0.0010005,-H(-),C20H32O5,HMDB0001220,['hmdb40_kegg_H_F_K_Na'],Prostaglandin E2
882,351.2532,0.0008719,-H(-),C21H36O4,HMDB0011539,['hmdb40_kegg_H_F_K_Na'],"MG(0:0/18:3(6Z,9Z,12Z)/0:0)"
883,352.086,5.08E-05,-H(-),C16H19NO6S,HMDB0032802,['hmdb40_kegg_H_F_K_Na'],4-Hydroxybenzyl isothiocyanate 4''-acetylrhamnoside
884,353.0308,-0.0005197,-H(-),C18H10O8,HMDB0029682,['hmdb40_kegg_H_F_K_Na'],Cyclovariegatin
885,353.0522,-0.0007745,-H(-),C15H14O10,HMDB0040570,['hmdb40_kegg_H_F_K_Na'],NA
886,353.0878,1.19E-05,-H(-),C16H18O9,HMDB0002336,['hmdb40_kegg_H_F_K_Na'],Biflorin
887,353.1035,-0.0004569,-H(-),C20H18O6,HMDB0030848,['hmdb40_kegg_H_F_K_Na'],Artocarpesin
888,353.1395,-2.95E-05,-H(-),C21H22O5,HMDB0029319,['hmdb40_kegg_H_F_K_Na'],1-Methoxyphaseollidin
889,353.1446,0.0007285,-H(-),C14H26O10,HMDB0041513,['hmdb40_kegg_H_F_K_Na'],NA
890,353.1605,0.0001047,-H(-),C18H26O7,HMDB0060933,['hmdb40_kegg_H_F_K_Na'],5-Hydroxytryptophol glucuronide
891,353.2699,-0.0001511,-H(-),C21H38O4,HMDB0011538,['hmdb40_kegg_H_F_K_Na'],"MG(0:0/18:2(9Z,12Z)/0:0)"
892,353.3062,-7.17E-05,-H(-),C22H42O3,HMDB0255988,['hmdb40_kegg_H_F_K_Na'],22-Oxodocosanoate
893,353.3425,-2.33E-05,-H(-),C23H46O2,HMDB0001160,['hmdb40_kegg_H_F_K_Na'],Tricosanoic acid
894,354.0007,0.0002943,-H(-),C7H11N5O8P2,NA,['hmdb40_kegg_H_F_K_Na'],"2-Amino-7,8-dihydro-4-hydroxy-6-(diphosphooxymethyl)pteridine"
895,355.083,-0.0007113,-H(-),C19H16O7,HMDB0033659,['hmdb40_kegg_H_F_K_Na'],Dihydrohydroxy-O-methylsterigmatocystin
896,355.1029,0.0005319,-H(-),C16H20O9,HMDB0036938,['hmdb40_kegg_H_F_K_Na'],b-D-fructosyl-a-D-(6-O-(E))-feruloylglucoside
897,355.1405,-0.0006457,-H(-),C17H24O8,HMDB0031695,['hmdb40_kegg_H_F_K_Na'],xi-3-Hydroxy-5-phenylpentanoic acid O-beta-D-Glucopyranoside
898,355.2117,0.0009191,-H(-),C19H32O6,HMDB0041044,['hmdb40_kegg_H_F_K_Na'],NA
899,355.249,-9.50E-06,-H(-),C20H36O5,HMDB0002685,['hmdb40_kegg_H_F_K_Na'],Prostaglandin F1a
900,355.2643,-7.53E-05,-H(-),C24H36O2,HMDB0002007,['hmdb40_kegg_H_F_K_Na'],Tetracosahexaenoic acid
901,355.2853,3.79E-05,-H(-),C21H40O4,HMDB0011536,['hmdb40_kegg_H_F_K_Na'],MG(0:0/18:1(11Z)/0:0)
902,355.3218,1.03E-05,-H(-),C22H44O3,HMDB0061660,['hmdb40_kegg_H_F_K_Na'],NA
903,356.0547,-0.0009097,-H(-),C18H13O8,HMDB0124736,['hmdb40_kegg_H_F_K_Na'],13-hydroxy-docosanoic acid
904,356.1333,-0.000748,-H(-),C20H23NO3S,NA,['hmdb40_kegg_H_F_K_Na'],NA
905,356.1714,3.67E-05,-H(-),C17H27NO7,NA,['hmdb40_kegg_H_F_K_Na'],NA
906,357.0607,0.0008873,-H(-),C18H14O8,HMDB0029272,['hmdb40_kegg_H_F_K_Na'],"5,4'-Dihydroxy-3,3'-dimethoxy-6:7-methylenedioxyflavone"
907,357.0981,-0.0001313,-H(-),C19H18O7,HMDB0034218,['hmdb40_kegg_H_F_K_Na'],Chrysoobtusin
908,357.171,-0.0002755,-H(-),C21H26O5,HMDB0005798,['hmdb40_kegg_H_F_K_Na'],Malabaricone C
909,357.2642,0.0004795,-H(-),C20H38O5,HMDB0005076,['hmdb40_kegg_H_F_K_Na'],"13,14-Dihydro PGF-1a"
910,357.2799,-3.23E-05,-H(-),C24H38O2,HMDB0006322,['hmdb40_kegg_H_F_K_Na'],Tetracosapentaenoic acid (24:5n-6)
911,359.1132,0.0004747,-H(-),C19H20O7,HMDB0035051,['hmdb40_kegg_H_F_K_Na'],Gibberellin A59
912,359.1347,2.19E-05,-H(-),C16H24O9,HMDB0034626,['hmdb40_kegg_H_F_K_Na'],"1-(3,4-Dimethoxyphenyl)-1,2-ethanediol 1-O-b-D-glucoside"
913,359.151,-0.0009399,-H(-),C20H24O6,HMDB0037235,['hmdb40_kegg_H_F_K_Na'],NA
914,359.1866,-0.0001595,-H(-),C21H28O5,HMDB0000037,['hmdb40_kegg_H_F_K_Na'],Aldosterone
915,361.0575,-0.0010421,-H(-),C17H14O9,HMDB0128749,['hmdb40_kegg_H_F_K_Na'],NA
916,361.1304,-0.0011653,-H(-),C19H22O7,HMDB0031366,['hmdb40_kegg_H_F_K_Na'],Gibberellin A93
917,361.1632,-0.0001881,-H(-),C16H22N6O4,HMDB0060080,['hmdb40_kegg_H_F_K_Na'],Thyrotropin releasing hormone
918,361.2381,0.0003029,-H(-),C22H34O4,HMDB0010214,['hmdb40_kegg_H_F_K_Na'],"19,20-DiHDPA"
919,361.3119,-0.0007293,-H(-),C24H42O2,HMDB0038380,['hmdb40_kegg_H_F_K_Na'],NA
920,362.0508,-5.42E-05,-H(-),C10H14N5O8P,HMDB0001397,['hmdb40_kegg_H_F_K_Na'],Guanosine monophosphate
921,362.1155,-0.0008441,-H(-),C20H17N3O4,NA,['hmdb40_kegg_H_F_K_Na'],NA
922,363.0348,-0.0001116,-H(-),C10H13N4O9P,HMDB0001554,['hmdb40_kegg_H_F_K_Na'],Xanthylic acid
923,363.0776,-0.0007718,-H(-),C15H16N4O5S,HMDB0258595,['hmdb40_kegg_H_F_K_Na'],NA
924,363.1805,0.0008051,-H(-),C20H28O6,HMDB0012550,['hmdb40_kegg_H_F_K_Na'],12-Oxo-20-carboxy-leukotriene B4
925,363.2534,0.0007309,-H(-),C22H36O4,HMDB0036803,['hmdb40_kegg_H_F_K_Na'],NA
926,364.0972,4.12E-05,-H(-),C16H19N3O5S,HMDB0015193,['hmdb40_kegg_H_F_K_Na'],Amoxicillin
927,364.2854,0.0002753,-H(-),C22H39NO3,HMDB0062334,['hmdb40_kegg_H_F_K_Na'],NA
928,365.0329,0.000741,-H(-),C16H14O8S,HMDB0126071,['hmdb40_kegg_H_F_K_Na'],NA
929,365.1967,0.0002271,-H(-),C20H30O6,HMDB0004235,['hmdb40_kegg_H_F_K_Na'],20-Carboxy-leukotriene B4
930,365.3424,5.87E-05,-H(-),C24H46O2,HMDB0002368,['hmdb40_kegg_H_F_K_Na'],Nervonic acid
931,366.0985,-0.0001669,-H(-),C20H17NO6,HMDB0243531,['hmdb40_kegg_H_F_K_Na'],Bicuculline
932,367.1189,-0.0002169,-H(-),C21H20O6,HMDB0002269,['hmdb40_kegg_H_F_K_Na'],Curcumin
933,367.1585,-2.38E-05,-H(-),C19H28O5S,HMDB0001032,['hmdb40_kegg_H_F_K_Na'],Dehydroepiandrosterone sulfate
934,367.2141,0.0012103,-H(-),C23H30NO3,HMDB0014920,['hmdb40_kegg_H_F_K_Na'],Propantheline
935,367.264,0.0002677,-H(-),C25H36O2,HMDB0036013,['hmdb40_kegg_H_F_K_Na'],"(R)-3,4-Dihydro-2-(4,8,12-trimethyl-3,7,11-tridecatrienyl)-2H-1-benzopyran-6-ol"
936,367.2847,0.0007199,-H(-),C22H40O4,HMDB0038073,['hmdb40_kegg_H_F_K_Na'],Stearyl citrate
937,367.3581,5.67E-05,-H(-),C24H48O2,HMDB0002003,['hmdb40_kegg_H_F_K_Na'],Tetracosanoic acid
938,368.1613,0.0002489,-H(-),C20H23N3O4,HMDB0251835,['hmdb40_kegg_H_F_K_Na'],Propranolol
939,369.028,0.0005626,-H(-),C15H14O9S,HMDB0012467,['hmdb40_kegg_H_F_K_Na'],(-)-Epicatechin sulfate
940,369.1564,-0.0009097,-H(-),C18H26O8,HMDB0133009,['hmdb40_kegg_H_F_K_Na'],NA
941,369.174,0.0001642,-H(-),C19H30O5S,HMDB0002759,['hmdb40_kegg_H_F_K_Na'],Androsterone sulfate
942,369.1919,-1.43E-05,-H(-),C19H30O7,HMDB0032841,['hmdb40_kegg_H_F_K_Na'],"5-Megastigmen-7-yne-3,9-diol 9-glucoside"
943,369.2128,0.0001859,-H(-),C16H34O9,HMDB0094680,['hmdb40_kegg_H_F_K_Na'],Octaethylene glycol
944,369.2284,-0.0001369,-H(-),C20H34O6,HMDB0002886,['hmdb40_kegg_H_F_K_Na'],6-Keto-prostaglandin F1a
945,369.243,0.0005203,-H(-),C24H34O3,HMDB0000476,['hmdb40_kegg_H_F_K_Na'],"3-Oxo-4,6-choladienoic acid"
946,369.301,1.49E-05,-H(-),C22H42O4,HMDB0040270,['hmdb40_kegg_H_F_K_Na'],Diethylhexyl adipate
947,370.9718,-0.0002982,-H(-),C13H8O11S,HMDB0031592,['hmdb40_kegg_H_F_K_Na'],Brevifolincarboxylic acid 9-sulfate
948,371.0406,0.0002429,-H(-),C18H12O9,HMDB0033542,['hmdb40_kegg_H_F_K_Na'],Gomphidic acid
949,371.1134,0.0002407,-H(-),C20H20O7,HMDB0030539,['hmdb40_kegg_H_F_K_Na'],Tangeritin
950,371.1562,0.0009887,-H(-),C15H24N4O7,NA,['hmdb40_kegg_H_F_K_Na'],Patulin
951,371.1865,-0.0001035,-H(-),C22H28O5,HMDB0030781,['hmdb40_kegg_H_F_K_Na'],Isomammein
952,371.208,-0.0005233,-H(-),C19H32O7,HMDB0040668,['hmdb40_kegg_H_F_K_Na'],NA
953,371.2438,7.21E-05,-H(-),C20H36O6,NA,['hmdb40_kegg_H_F_K_Na'],"8,8a-Deoxyoleandolide"
954,371.2588,0.0003873,-H(-),C24H36O3,HMDB0013627,['hmdb40_kegg_H_F_K_Na'],Cervonoyl ethanolamide
955,371.2791,0.0012035,-H(-),C21H40O5,HMDB0092901,['hmdb40_kegg_H_F_K_Na'],NA
956,373.1291,0.0001667,-H(-),C20H22O7,HMDB0030598,['hmdb40_kegg_H_F_K_Na'],(-)-Wikstromol
957,373.1499,0.0004889,-H(-),C17H26O9,HMDB0251007,['hmdb40_kegg_H_F_K_Na'],Deoxyloganin
958,373.1866,0.0001443,-H(-),C18H30O8,HMDB0029782,['hmdb40_kegg_H_F_K_Na'],6-Epi-7-isocucurbic acid glucoside
959,373.2748,-6.70E-06,-H(-),C24H38O3,HMDB0000308,['hmdb40_kegg_H_F_K_Na'],3b-Hydroxy-5-cholenoic acid
960,373.31,0.0011577,-H(-),C25H42O2,HMDB0031677,['hmdb40_kegg_H_F_K_Na'],"5-(14-Nonadecenyl)-1,3-benzenediol"
961,374.306,0.0004687,-H(-),C24H41NO2,HMDB0013626,['hmdb40_kegg_H_F_K_Na'],Adrenoyl ethanolamide
962,375.1081,0.0004333,-H(-),C19H20O8,HMDB0138522,['hmdb40_kegg_H_F_K_Na'],NA
963,375.131,-3.19E-05,-H(-),C17H20N4O6,HMDB0000244,['hmdb40_kegg_H_F_K_Na'],Riboflavin
964,375.2907,-0.0002067,-H(-),C24H40O3,HMDB0000381,['hmdb40_kegg_H_F_K_Na'],Allolithocholic acid
965,377.0735,0.0007068,-H(-),C11H17N5O8P,HMDB0059612,['hmdb40_kegg_H_F_K_Na'],7-Methylguanosine 5'-phosphate
966,377.2698,-6.71E-05,-H(-),C23H38O4,HMDB0004666,['hmdb40_kegg_H_F_K_Na'],2-Arachidonylglycerol
967,378.1034,0.0007521,-H(-),C14H21NO11,HMDB0000629,['hmdb40_kegg_H_F_K_Na'],Chondroitin
968,381.3738,4.77E-05,-H(-),C25H50O2,HMDB0002361,['hmdb40_kegg_H_F_K_Na'],Pentacosanoic acid
969,383.098,0.0003275,-H(-),C17H20O10,HMDB0029549,['hmdb40_kegg_H_F_K_Na'],Eleutheroside B1
970,383.1145,-0.0008673,-H(-),C21H20O7,HMDB0029541,['hmdb40_kegg_H_F_K_Na'],(+)-Zeylenol
971,383.3167,1.69E-05,-H(-),C23H44O4,HMDB0011543,['hmdb40_kegg_H_F_K_Na'],MG(0:0/20:1(11Z)/0:0)
972,383.353,5.73E-05,-H(-),C24H48O3,HMDB0039540,['hmdb40_kegg_H_F_K_Na'],Cerebronic acid
973,385.0717,-0.000626,-H(-),C15H18N2O8S,NA,['hmdb40_kegg_H_F_K_Na'],(7R)-7-(4-Carboxybutanamido)cephalosporanate
974,385.0923,0.0005603,-H(-),C20H18O8,HMDB0029277,['hmdb40_kegg_H_F_K_Na'],8-8'-Dehydrodiferulic acid
975,385.1298,-0.0005743,-H(-),C21H22O7,HMDB0030601,['hmdb40_kegg_H_F_K_Na'],Edultin
976,385.166,-0.0002959,-H(-),C22H26O6,HMDB0030810,['hmdb40_kegg_H_F_K_Na'],Porson
977,387,5.01E-05,-H(-),C9H14N2O11P2,HMDB0001000,['hmdb40_kegg_H_F_K_Na'],dUDP
978,387.0872,0.0001771,-H(-),C23H16O6,NA,['hmdb40_kegg_H_F_K_Na'],NA
979,387.0928,0.0005281,-H(-),C16H20O11,HMDB0124952,['hmdb40_kegg_H_F_K_Na'],NA
980,387.1093,-0.0007447,-H(-),C20H20O8,HMDB0029227,['hmdb40_kegg_H_F_K_Na'],"5-Hydroxy-3,3',4',7,8-pentamethoxyflavone"
981,387.2021,0.0003583,-H(-),C19H32O8,HMDB0031676,['hmdb40_kegg_H_F_K_Na'],"5a,6a-Epoxy-7E-megastigmene-3a,9e-diol 3-glucoside"
982,387.2541,-3.11E-05,-H(-),C24H36O4,HMDB0030366,['hmdb40_kegg_H_F_K_Na'],NA
983,387.2903,0.0001273,-H(-),C25H40O3,HMDB0038523,['hmdb40_kegg_H_F_K_Na'],NA
984,388.1984,0.0006349,-H(-),C19H27N5O4,HMDB0014490,['hmdb40_kegg_H_F_K_Na'],Alfuzosin
985,388.2574,6.43E-05,-H(-) [+1],C24H36O4,HMDB0030366,['hmdb40_kegg_H_F_K_Na'],Sannamycin A
986,389.1968,0.0001411,-H(-),C22H30O6,HMDB0030844,['hmdb40_kegg_H_F_K_Na'],"6,7-Dimethoxy-7-epirosmanol"
987,389.2697,3.49E-05,-H(-),C24H38O4,HMDB0000328,['hmdb40_kegg_H_F_K_Na'],12-Ketodeoxycholic acid
988,390.1607,0.0004891,-H(-),C26H21N3O,HMDB0254104,['hmdb40_kegg_H_F_K_Na'],Adenine
989,391.2857,-0.0003361,-H(-),C24H40O4,HMDB0000348,['hmdb40_kegg_H_F_K_Na'],"3b,12a-Dihydroxy-5a-cholanoic acid"
990,391.3222,-0.0004307,-H(-),C25H44O3,HMDB0112082,['hmdb40_kegg_H_F_K_Na'],NA
991,393.0704,6.60E-05,-H(-),C13H19N2O10P,NA,['hmdb40_kegg_H_F_K_Na'],5'-Butyrylphosphoinosine
992,393.1814,0.0005389,-H(-),C23H26N2O4,HMDB0249406,['hmdb40_kegg_H_F_K_Na'],D-Lombricine
993,393.2439,-0.0003347,-H(-),C26H34O3,HMDB0258482,['hmdb40_kegg_H_F_K_Na'],NA
994,393.3164,-6.39E-05,-H(-),C28H42O,HMDB0041050,['hmdb40_kegg_H_F_K_Na'],"Ergosta-5,7,22,24(28)-tetraen-3beta-ol"
995,395.0082,-0.0004018,-H(-),C16H12O10S,HMDB0128825,['hmdb40_kegg_H_F_K_Na'],NA
996,395.1351,-0.0003091,-H(-),C19H24O9,HMDB0040565,['hmdb40_kegg_H_F_K_Na'],2'-Oxoaloesol 7-glucoside
997,395.1618,-0.0005125,-H(-),C22H24N2O5,HMDB0060582,['hmdb40_kegg_H_F_K_Na'],Benazepril
998,395.3894,3.07E-05,-H(-),C26H52O2,HMDB0002356,['hmdb40_kegg_H_F_K_Na'],Hexacosanoic acid
999,396.1453,-5.19E-05,-H(-),C22H23NO6,HMDB0030435,['hmdb40_kegg_H_F_K_Na'],Simulansamide
1000,396.2525,-0.0004854,-H(-),C18H40NO6P,HMDB0012280,['hmdb40_kegg_H_F_K_Na'],Phytosphingosine-1-P
1001,397.1401,0.0003921,-H(-),C21H22N2O6,HMDB0029356,['hmdb40_kegg_H_F_K_Na'],N-Feruloylglycyl-L-phenylalanine
1002,397.1648,0.0009101,-H(-),C23H26O6,HMDB0041101,['hmdb40_kegg_H_F_K_Na'],4'-O-Methylkanzonol W
1003,397.3321,0.0002089,-H(-),C24H46O4,HMDB0302983,['hmdb40_kegg_H_F_K_Na'],NA
1004,397.3684,0.0002723,-H(-),C25H50O3,HMDB0040909,['hmdb40_kegg_H_F_K_Na'],Alpha-Hydroxyisobutyric acid
1005,399.002,0.0007808,-H(-),C15H12O11S,HMDB0125257,['hmdb40_kegg_H_F_K_Na'],NA
1006,399.1654,0.0006819,-H(-),C19H28O9,HMDB0030975,['hmdb40_kegg_H_F_K_Na'],Corchoionoside B
1007,399.2023,0.0001343,-H(-),C20H32O8,HMDB0036855,['hmdb40_kegg_H_F_K_Na'],NA
1008,399.22,-0.0009189,-H(-),C25H28N4O,NA,['hmdb40_kegg_H_F_K_Na'],Endomorphin-2
1009,401.001,-0.0003307,-H(-),C15H14O9S2,HMDB0127816,['hmdb40_kegg_H_F_K_Na'],NA
1010,401.0511,0.0003055,-H(-),C19H14O10,HMDB0034589,['hmdb40_kegg_H_F_K_Na'],Shoyuflavone B
1011,401.0879,-5.31E-05,-H(-),C20H18O9,HMDB0041257,['hmdb40_kegg_H_F_K_Na'],"1-hydroxy-2-(beta-D-glucosyloxy)-9,10-anthraquinone"
1012,402.0109,3.61E-05,-H(-),C9H15N3O11P2,HMDB0001546,['hmdb40_kegg_H_F_K_Na'],CDP
1013,402.9949,3.87E-05,-H(-),C9H14N2O12P2,HMDB0000295,['hmdb40_kegg_H_F_K_Na'],Uridine 5'-diphosphate
1014,403.0101,-0.0003438,-H(-),C14H16N2O6S3,HMDB0015276,['hmdb40_kegg_H_F_K_Na'],Sulfoxone
1015,403.0983,-6.66E-05,-H(-),C20H16N6O2S,HMDB0032299,['hmdb40_kegg_H_F_K_Na'],Glyceryl lactopalmitate
1016,403.1555,-0.0004175,-H(-),C25H24O5,HMDB0030785,['hmdb40_kegg_H_F_K_Na'],Mammeigin
1017,403.1953,-0.0004494,-H(-),C23H32O4S,NA,['hmdb40_kegg_H_F_K_Na'],NA
1018,403.2489,0.0001345,-H(-),C24H36O5,HMDB0000447,['hmdb40_kegg_H_F_K_Na'],Lovastatin
1019,403.2851,0.0002769,-H(-),C25H40O4,HMDB0011555,['hmdb40_kegg_H_F_K_Na'],"MG(0:0/22:5(4Z,7Z,10Z,13Z,16Z)/0:0)"
1020,404.0926,-0.0004512,-H(-),C18H19N3O6S,HMDB0014827,['hmdb40_kegg_H_F_K_Na'],Cephaloglycin
1021,404.2188,0.0002915,-H(-),C21H31N3O5,HMDB0001938,['hmdb40_kegg_H_F_K_Na'],Lisinopril
1022,404.2522,0.000226371,-H(-) [+1],C24H36O5,HMDB0000447,['hmdb40_kegg_H_F_K_Na'],Fortimicin A
1023,407.1536,-0.0002582,-H(-),C21H28O6S,HMDB0034998,['hmdb40_kegg_H_F_K_Na'],Bakkenolide D
1024,407.2805,-0.0001845,-H(-),C24H40O5,HMDB0000312,['hmdb40_kegg_H_F_K_Na'],"3a,7a,12b-Trihydroxy-5b-cholanoic acid"
1025,409.1134,0.0005715,-H(-),C19H22O10,HMDB0130066,['hmdb40_kegg_H_F_K_Na'],NA
1026,409.3108,0.0003907,-H(-),C28H42O2,HMDB0012958,['hmdb40_kegg_H_F_K_Na'],Gamma-Tocotrienol
1027,409.3322,8.49E-05,-H(-),C25H46O4,HMDB0011553,['hmdb40_kegg_H_F_K_Na'],"MG(0:0/22:2(13Z,16Z)/0:0)"
1028,409.4047,0.0004387,-H(-),C27H54O2,HMDB0002063,['hmdb40_kegg_H_F_K_Na'],Heptacosanoic acid
